7호선,논현,14,0,3705,1438,6155,16180,9639,44686,17073,124484,15565,99804,13090,40752,15213,25663,17331,24226,19637,26757,22112,24955,26917,23520,31014,24262,49053,29016,106232,40076,63772,27543,40940,15744,42401,12763,40930,10265,21593,6849,4048,2770,1,0,0,0,0,0
안산선,중앙,370,3,8344,1239,24288,8927,50216,13095,40758,33649,24208,30343,22467,21284,24631,21626,26761,24529,26250,27058,25695,28916,28121,28656,32368,32370,35979,39709,38680,63042,26837,55602,27167,37139,27004,30462,25107,26270,11109,21020,2154,9819,0,10,0,0,0,0
8호선,송파,1,0,3262,809,11201,4513,33803,11958,40457,18617,23710,11191,16451,8746,15286,8325,15447,9287,14496,11949,13203,12041,14846,13143,16588,16434,17343,19946,20049,31308,10775,27860,7258,17118,5883,16962,4523,15818,1931,10763,270,2592,1,279,0,0,0,0
8호선,잠실(송파구청),8,1,1619,2313,3896,9832,8462,27659,13046,75952,10696,46060,10274,31577,13028,36461,16165,37775,20347,36023,25478,35319,33541,34523,39868,33815,50462,35593,71565,45189,45619,28741,42896,14783,38665,10689,31714,8063,10635,4190,1631,1497,0,74,0,0,0,0
안산선,고잔,333,9,4949,584,13757,4979,29088,12021,21179,26309,14545,15275,13279,12107,13253,10619,12725,10249,12869,10709,12085,11281,12816,10193,14447,11383,19219,15305,22405,21096,10475,19440,8117,13778,7679,11083,5829,10524,2427,10001,366,5274,0,35,0,0,0,0
9호선,김포공항,36,0,2035,3104,4664,15425,13261,18388,13988,22275,11397,22280,10742,23396,13442,25726,12768,28002,14760,30534,17021,28241,21267,24116,19099,28446,22327,32744,27706,35432,20549,22362,18002,10903,17566,6842,15778,5718,5253,3804,202,2253,0,91,0,0,0,0
일산선,원당,271,4,9759,1199,22252,6634,48309,8771,48922,13115,29071,10504,22607,10040,19965,11211,20091,12112,19126,12322,15696,14341,15373,16582,15584,21544,17212,26057,16969,38130,10471,39616,7426,26529,6147,22440,3854,23376,1896,14275,236,3665,0,0,0,0,0,0
경부선,성균관대,185,7,8750,2140,27247,6379,67139,9997,55173,22742,28003,16439,22059,13383,21051,12338,21731,13036,19423,16564,17585,16845,19459,18793,23094,23739,25540,33200,26399,53422,16096,53113,13238,34355,12519,32171,11006,29790,5386,20015,305,4721,1,0,0,0,0,0
안산선,신길온천,38,0,1855,58,3244,1443,7010,3593,6623,2628,3684,1256,2803,1354,2421,1393,2355,1462,2314,1409,1866,1756,1946,2191,2191,2645,3300,3414,3752,5050,2188,4248,1515,3383,863,2874,564,3049,245,2206,65,1086,0,20,0,0,0,0
9호선2~3단계,중앙보훈병원,8,0,2257,337,8354,5184,27154,10171,27067,14716,17347,11607,14656,12197,13884,9327,13821,9925,11348,11669,14240,11998,15675,9955,15513,10420,17402,11575,12511,20804,6732,19451,5119,11345,4535,11170,3236,12124,1127,7467,188,2061,0,178,0,0,0,0
3호선,종로3가,24,0,913,938,1698,5690,1982,15130,3365,51395,5475,52081,8788,36598,12213,31375,13659,31318,15704,30079,17789,29108,24439,26377,24994,23629,32141,23172,55657,25069,40921,15581,21349,7691,22964,5896,17036,4975,7348,3254,928,1204,1,18,0,0,0,0
2호선,시청,26,0,1423,1606,2428,15407,5945,65860,9688,231614,14374,86805,21782,33750,28605,31924,29731,32324,34839,37353,40747,32483,46166,29576,52948,25978,88105,27056,194409,28335,69852,16673,48858,9415,46285,9506,30208,8962,12159,5746,1663,1662,3,77,0,1,0,0
2호선,을지로3가,20,0,1243,1885,2502,19271,5768,65064,11081,159120,15059,77686,20475,39183,24898,31911,25073,29597,29943,32733,32590,28535,37890,27325,44112,30240,75537,34520,141285,42785,67470,28805,46610,16284,47688,12997,41259,11209,23814,7114,3814,1681,0,57,0,0,0,0
경강선,곤지암,0,0,740,117,2179,1372,6227,4662,5870,5177,4648,2325,3232,1885,3780,2020,3077,2566,3433,2404,3116,2512,3054,2968,3268,3815,5414,4428,6038,5329,2966,6178,1800,3554,1102,4004,417,2915,188,2260,2,2,0,0,0,0,0,0
3호선,경복궁(정부서울청사),129,1,2871,1698,6400,14385,15704,39687,23149,122994,23181,73470,21086,53296,28414,51630,34356,47355,42404,52757,49251,42918,56524,37316,66523,36444,77184,36496,116125,41483,49655,29036,38775,15821,39233,12966,26696,13240,10661,7987,1610,2446,2,30,0,0,0,0
경의선,운정,68,0,3303,380,15062,4291,28921,5854,24254,8900,13503,4499,11357,4262,9134,4591,9093,5373,8106,5639,7003,6313,7460,8062,9106,10258,9939,14617,9783,19527,5318,20965,4279,12229,3362,11873,2504,11573,859,6726,99,3439,0,0,0,0,0,0
3호선,안국,15,1,1988,2427,3470,20812,6660,93671,10358,116316,11339,78051,14619,60180,23571,60729,33699,52223,39401,50939,46734,47196,55496,40120,69935,36526,107117,33641,128886,33627,58623,18165,48803,9281,40755,7337,25680,7084,7938,4317,1037,1366,0,0,0,0,0,0
2호선,을지로4가,11,1,921,1241,1901,11772,3707,28543,6940,65678,11640,38319,14993,25901,17450,25458,19971,24316,21321,22246,23756,21365,26758,20232,30478,18332,47263,17866,64198,16556,35822,11231,18946,7414,14354,7327,10280,6740,5134,4429,962,1259,0,10,0,0,0,0
8호선,수진,0,0,3995,616,6541,2830,14493,4476,20320,11704,13023,7404,9387,7519,9335,7569,10360,6237,9751,10545,8588,10170,10353,8919,12465,9958,12913,10462,10145,15265,6303,13332,5268,8535,4732,7879,3111,7928,1463,4963,202,1632,3,276,0,0,0,0
2호선,왕십리(성동구청),895,6,8192,1100,11872,6968,29332,12943,53664,31158,35059,23446,23972,17125,24747,18581,28113,21183,29330,23895,27899,22781,29826,24899,35529,28261,41942,37613,47243,63519,31179,45969,28494,28065,31406,25220,31585,25292,19551,17541,3357,6941,1,12,0,0,0,0
5호선,서대문,12,1,3041,1885,6297,18039,17495,51978,24661,154378,17823,46203,17150,23937,20963,22187,22474,21576,22538,25216,24738,21927,29560,17125,40005,18085,56003,21893,118648,29981,35429,18819,24891,12543,23303,12531,16579,11511,6930,6591,791,2052,0,38,0,0,0,0
9호선,사평,0,0,843,129,3135,1848,8966,4107,10349,6617,6792,3616,5193,3171,5034,2710,5457,4212,5199,5198,4615,4611,5327,5762,7338,5772,7772,7159,7975,10388,4892,8067,3007,5623,2269,5309,1847,5443,783,2960,151,974,0,28,0,0,0,0
경인선,개봉,1879,5,19876,5867,38119,12875,97583,17538,95593,26160,58581,21857,42508,18821,37565,21335,38330,25631,36462,24899,31686,31204,29826,36104,33045,46060,35533,62055,37389,92626,23601,82817,17860,53432,15822,47654,11688,44715,5797,27683,222,3767,0,0,0,0,0,0
경인선,구일,265,2,4272,1516,9568,3951,28601,8160,26115,13535,14063,7008,10065,5629,9168,5736,9800,6825,9266,7805,8195,9938,8523,12876,10783,20606,11541,27780,14050,34655,8631,28036,14302,14227,18604,12760,15250,12115,5183,7712,72,1201,0,0,0,0,0,0
1호선,청량리(서울시립대입구),1277,17,12945,3868,17692,13237,45846,20064,60298,40773,41419,38547,37746,41383,42138,49998,47733,55283,47408,59709,48751,58714,54190,55168,61986,53758,62415,55441,56680,63642,36175,48043,27939,29753,20037,26577,13534,27223,6513,18225,408,5997,0,1,0,0,0,0
1호선,동대문,543,12,14456,1932,10829,7160,15820,14040,22585,26769,22734,28318,21175,31036,23101,36455,28130,36546,30984,35257,31271,33483,30428,31787,30679,29836,32212,29883,31816,30335,22932,29644,18397,21169,16913,17515,14198,16385,7833,12378,1026,4327,2,59,0,0,0,0
1호선,제기동,412,5,5005,2359,9604,10071,22781,21592,34946,46307,26997,48099,30410,45441,37602,52263,41877,57615,45319,58160,48328,50385,55737,46006,59506,38132,56357,33583,51987,31645,29254,23027,18864,14248,12829,12197,8692,11741,3851,8078,333,1862,0,1,0,0,0,0
2호선,상왕십리,21,1,6581,903,13498,6167,40234,11606,64181,37091,35266,21135,22528,14926,21992,13101,21803,14581,22166,16700,19361,17349,20399,19210,21225,23388,26120,30771,32562,50096,20773,37680,13724,24940,12839,24981,9867,24483,3961,15969,692,5286,0,1,0,0,0,0
경원선,가능,579,7,9405,1868,13677,5564,25712,5388,24485,16952,16680,9059,13330,7794,12536,6705,12523,7648,10723,8914,10497,8653,10077,9083,9290,11998,12100,16031,11364,21089,7609,21265,5726,14588,5038,10638,3594,10975,1778,7896,140,2153,0,0,0,0,0,0
경인선,도원,779,33,2865,1331,3974,2404,7916,4635,7048,16340,5658,5065,5554,4646,5491,4000,6101,4618,5333,4842,4722,4410,6026,4837,9549,5783,7228,7433,8820,9024,3494,7022,3163,4953,4234,4163,2278,3855,520,3009,46,1747,0,3,0,0,0,0
경의선,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경원선,회룡,1220,16,15459,2001,26633,6985,59502,8867,48895,13067,33159,12054,26836,12128,24065,14060,24171,15167,21443,15953,17554,18606,16763,21164,16557,26151,15841,34026,15365,40538,9873,47687,7895,29436,6444,23170,5315,20411,2107,14763,181,5519,0,0,0,0,0,0
안산선,수리산,20,1,3154,532,9302,1624,19857,3913,18889,5237,11386,3452,7989,4105,7818,3404,6664,3383,6030,3558,5036,3615,5098,4604,5165,5784,5600,7207,5927,11286,3586,11148,2457,7347,1691,6857,1422,6576,565,4783,189,1537,0,2,0,0,0,0
9호선2~3단계,석촌,5,0,2974,217,7597,1813,20509,3971,23796,8569,16512,7285,10400,6469,9579,5811,10695,6969,10659,7611,9507,7240,9784,8468,11102,8958,13026,12136,14452,21374,9260,18846,7644,10877,7839,11738,7231,11726,3570,7351,716,1942,0,13,0,0,0,0
우이신설선,솔밭공원,83,3,1759,402,3454,1063,9606,1430,9263,2917,6862,2578,5130,2522,4634,2779,4570,3216,4071,3663,3511,3977,3814,4148,4055,5159,3910,5523,3178,7214,2065,7200,1318,4937,941,4144,602,3718,273,2827,67,832,0,54,0,0,0,0
안산선,반월,21,0,3570,1348,7317,3562,17005,4601,17281,7312,11961,4143,9164,3983,8116,4317,8197,4250,7545,5275,6220,5825,6058,7464,6563,8611,8809,9963,9249,15127,5758,12101,3927,10207,3278,9348,2069,8701,983,5942,323,1890,0,0,0,0,0,0
4호선,미아(서울사이버대학),48,2,11457,1752,22514,5392,53764,16032,62241,32821,39475,20437,27889,17015,25471,16994,26465,18681,26066,19510,24285,20716,23447,23726,25698,29565,27964,34296,31196,47861,20436,45389,13580,29172,11756,27183,10736,25742,3651,17356,533,4629,0,0,0,0,0,0
안산선,한대앞,219,2,6628,906,14605,4579,29536,7649,25717,13427,16521,10839,13502,7869,13072,7499,12942,7886,12013,9286,10660,10046,10457,11036,12080,14429,14808,18195,16042,27977,9679,25116,7796,17807,7167,13843,6393,14156,2548,9418,624,4390,0,0,0,0,0,0
2호선,성수,43,0,5921,3869,10788,27692,25951,65452,33861,254849,27336,99339,23279,40508,24725,34048,27429,35006,32613,37667,36068,34784,40820,36127,47328,37548,82729,41355,195729,51907,85203,37998,47642,22751,46944,19320,34724,17861,14891,14205,2084,7140,3,1283,0,0,0,0
경의선,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경의선,백마,6,0,3520,1232,14656,3081,35186,7195,25996,12132,13505,6100,10419,5147,10140,4356,10121,5909,8631,6287,7916,7162,8455,7162,9311,10138,10976,11240,12871,23912,6032,24773,4449,14635,4251,12680,4030,12948,1253,9158,162,2422,0,0,0,0,0,0
2호선,구의(광진구청),38,2,14223,1316,27534,10389,70019,15616,120187,39291,70944,25883,38368,21225,33401,21377,34821,24235,34595,27105,30709,28826,30362,35066,32816,40238,37701,54004,46591,89288,26869,73235,21024,48789,19272,48147,17163,47101,10563,28441,1740,9213,1,33,0,0,0,0
경인선,오류동,851,7,12273,2244,18046,6076,51446,7217,52726,13265,30856,11503,22464,11699,20169,10790,22235,13594,19977,16830,16887,17169,17795,18902,20026,22657,21045,28124,20477,42205,12244,40889,9722,26527,7486,24137,5639,21997,2619,16578,174,2759,0,0,0,0,0,0
1호선,동묘앞,106,1,3432,899,3612,4350,6590,11043,9459,25229,10025,17960,12121,20928,17239,27729,22351,29910,27251,32068,30286,30909,31357,28693,33940,23808,32237,19135,30322,13997,16745,9097,8350,6278,7256,6327,4403,6584,2061,4702,248,3031,1,200,0,0,0,0
2호선,건대입구,378,15,21535,2168,26673,18911,60957,27224,104378,64946,70555,52142,44261,48814,42410,56153,52110,71187,57161,79617,58357,77382,63931,83200,72684,95621,86783,126086,102372,194073,81196,152128,83541,89733,97068,78349,102038,72627,66172,44322,11382,15404,4,1398,0,0,0,0
경원선,망월사,464,3,7986,1275,13221,4367,27671,5799,26315,19765,18480,16232,15580,12138,16412,10482,15369,11155,14479,11200,14361,10598,14847,13168,14926,15833,16827,19233,13735,23405,8065,25898,6071,17052,5485,14195,3939,12625,1974,9439,255,3044,0,0,0,0,0,0
6호선,상월곡(한국과학기술연구원),25,2,4702,645,8373,3090,24019,3963,27477,13803,15332,8411,10718,6088,9588,5115,9896,6640,9633,6385,8080,7261,8040,8185,9355,10225,10109,12341,12287,20257,6966,18798,4259,10765,7740,9807,3024,10914,1262,7577,201,2420,0,0,0,0,0,0
1호선,종로3가,140,12,5289,3025,4927,16010,6366,30121,11141,80983,16133,94419,29209,83989,42507,86774,56712,87540,68657,88958,70249,77181,79522,64141,92289,55557,97294,52513,122103,57981,87432,35514,65727,16063,70921,11538,57953,9008,25314,6400,2782,2791,0,20,0,0,0,0
수인선,소래포구,1,0,2144,432,5442,2375,14058,3640,11213,7041,6989,5574,6225,5885,6782,10245,8178,11150,9402,10066,10821,9845,12149,9042,11592,9004,11221,10373,9695,11814,6439,9778,5051,7138,4587,6082,3992,5440,2101,3899,142,1037,0,0,0,0,0,0
2호선,신설동,30,1,1213,422,1499,1908,3464,5449,6062,14187,4841,11419,5421,8220,6838,8466,8147,8406,8760,9195,9301,8035,9946,7122,10115,6326,12852,6946,15766,6891,7385,5511,4844,3590,5423,3059,2652,2959,935,2300,134,827,0,113,0,0,0,0
경원선,청량리(서울시립대입구),1137,13,7432,1407,9010,12779,29107,16435,33844,25228,31649,37833,33134,30822,28494,40409,34023,38102,36905,36519,36106,36687,40628,40195,37981,41881,41972,40165,37244,53195,32188,44464,36279,23991,18398,21009,14491,18948,6054,11007,389,4730,0,1,0,0,0,0
2호선,신정네거리,19,1,9005,2989,14510,6771,42988,5038,40733,12606,24409,9570,17919,8655,15669,9054,15971,9713,15077,11648,13076,12823,12324,15384,14523,19537,16638,26710,14120,41888,9126,35326,6385,22200,5338,19581,4523,18873,2107,12637,347,3689,3,289,0,1,0,0
3호선,불광,44,3,10636,1445,21826,7055,57171,11800,68497,35624,39098,33848,29785,28299,28216,27932,29200,30863,30879,35510,29078,35031,30376,35399,34512,39232,36542,45640,39466,66554,23255,59836,17737,35490,16248,31554,11673,29033,4812,19317,726,6044,0,1,0,1,0,0
3호선,녹번,28,5,8796,1457,21928,11179,58214,7381,69945,17514,38113,11462,25266,9351,21880,9767,21979,11061,20443,12220,17496,13412,17004,16323,20230,21358,21506,26880,21626,45312,11057,44330,7598,28150,6295,26526,4641,25408,2135,16199,326,4580,0,2,1,1,0,0
2호선,용답,49,0,2571,279,3303,1040,8296,1602,12923,2873,6990,1895,4177,2083,3822,2343,4177,2645,4097,2945,3782,3153,3655,4083,4044,5387,4139,6162,4139,9847,2567,7713,1990,5130,1451,6256,1049,5630,538,3696,96,1174,0,1,0,0,0,0
1호선,종각,86,0,4276,5085,4491,31994,6950,99577,11736,279766,15814,161868,22075,79780,35430,74697,44374,71656,59924,74844,67403,61585,80644,54073,94748,55814,139682,61330,246007,78571,122252,49340,106492,19869,121382,12919,96421,8792,45459,5546,3810,1438,0,0,0,0,0,0
2호선,용두(동대문구청),28,0,1233,210,1690,1150,4841,2709,7376,6342,4387,4159,3710,3431,4019,4066,4604,3744,4421,4129,4305,4238,4689,4917,5123,4780,5569,4974,6548,7325,3409,5994,2504,3474,1876,3346,1413,2592,550,2005,91,577,0,9,0,0,0,0
2호선,도림천,0,0,439,466,1095,1025,2852,4457,3397,5805,2059,1871,1903,1537,1620,1225,2216,2026,1792,1288,1754,1671,2532,1583,2934,1845,2945,2131,3556,2843,2051,2495,1034,1613,801,1466,532,1230,270,1036,36,340,0,3,0,0,0,0
장항선,신창(순천향대),59,1,827,107,1305,390,2799,1985,2156,4270,2731,1652,1884,1775,2198,1820,3128,2305,1724,1660,3815,2900,2280,1772,4498,2776,3689,1731,3120,3248,1470,2052,1296,2417,841,2064,529,1933,329,1945,41,1014,0,0,0,0,0,0
3호선,홍제,80,2,9193,1485,23594,9505,62720,12092,76466,26351,48513,21782,35114,18774,32228,17734,33386,20603,31675,23282,28441,24547,28484,30085,29299,35334,31959,42447,31993,63027,18674,57360,13730,35827,11381,32730,8281,31023,3633,20292,612,5660,1,1,0,0,0,0
9호선,신반포,4,0,504,299,1887,3010,5204,6196,7414,8257,5833,6250,4945,4223,4204,3480,4985,3537,5348,4816,4689,4576,5616,4867,6742,5683,7719,6634,8831,8885,5297,8361,4165,4803,4829,3802,3479,3898,1474,2473,213,695,1,35,0,0,0,0
3호선,잠원,8,1,1665,662,6581,5172,17513,7891,24746,10989,15529,8604,10584,6275,10608,6093,11168,7853,10485,8892,9055,8500,9579,9246,11041,10375,12480,13425,13199,20133,8518,15695,5243,10451,4919,10474,3984,12544,1433,6696,231,1959,0,3,0,0,0,0
6호선,보문,12,0,3898,850,7569,3129,20817,7764,32672,18050,17143,10708,11135,7603,10108,6470,11638,7867,11109,7509,10172,8422,10051,8804,11235,10498,13283,12782,17641,21113,10022,18603,7320,11803,6828,11694,5610,13577,3728,9504,663,3476,0,0,0,0,0,0
5호선,청구,1,0,1807,309,3279,1964,6968,4030,12069,15005,7607,8505,5681,4187,6603,3914,5998,4200,6326,4649,5830,4455,5714,5595,6633,5899,8300,7452,13943,10913,8690,8588,5294,5595,4383,5498,3544,5253,1767,3678,297,1167,0,0,0,0,0,0
경부선,가산디지털단지,1817,3,9399,2433,8458,11713,15129,46581,15463,164283,12117,74017,10791,23348,11287,18208,12588,17223,14139,17656,14562,16874,15869,16432,21164,19083,52240,23111,121948,29934,52279,23340,31812,14099,27370,14012,17911,12447,8443,7905,218,1199,0,0,0,0,0,0
경강선,초월,0,0,1101,106,4634,999,10916,3495,12382,4565,7652,1579,4794,1647,4534,1785,4373,2042,3717,2323,3278,2657,3038,3204,3734,4473,4829,5308,5205,9505,2322,8327,1549,7807,1258,4985,606,5914,254,4318,0,0,0,0,0,0,0,0
2호선,아현,46,0,4967,1249,10583,9540,27430,11676,37905,21259,24136,13594,17927,11110,17168,10293,18109,11670,17189,13748,16264,14148,17281,15384,23272,17832,23121,23105,22945,31869,14294,26864,10254,18272,8255,18076,5882,17883,2791,12762,477,3571,2,1,0,0,0,0
6호선,봉화산(서울의료원),17,0,5675,1400,16478,4053,53857,6761,46261,12501,22680,8026,16373,7388,14555,7241,15096,9545,13960,10134,12419,11574,12169,13094,13177,16689,14866,19243,14072,32785,7732,34387,5746,20571,4785,17603,3907,18927,1747,11991,243,3951,0,504,0,0,0,0
7호선,신풍,67,1,11258,2135,15661,10789,36106,11486,49478,21317,29403,15191,18538,12808,16218,11926,17778,12224,17311,13084,15024,13044,15510,15702,18432,18949,21330,25360,22326,39167,13844,31671,9504,18943,8804,20716,6703,19620,3156,11212,563,3445,3,721,0,0,0,0
2호선,을지로입구,123,1,3185,2898,3752,28098,9252,124434,16349,346225,24589,163464,35065,94965,45990,103201,52144,81007,66632,83821,75970,72711,91142,70045,106518,71122,158595,73375,315799,80876,157620,51822,143288,32314,121491,25593,84606,21151,39646,12349,4307,5029,3,1170,1,0,0,0
1호선,신설동,286,14,10374,2289,10084,8848,20345,26112,29565,71454,22006,38681,20928,23542,23312,21654,24724,22168,25873,22117,25428,20960,27694,22414,30893,22929,41582,28281,67361,31939,29240,25049,18978,17042,18476,16754,12738,16846,5349,12211,531,3042,0,13,2,1,0,0
분당선,이매,74,0,2496,931,6002,3405,15272,11137,17261,16094,11717,9207,10103,7487,10519,6944,11763,8290,10184,8622,9978,8620,9668,9341,11678,9792,17189,12480,15834,16271,8604,14450,5504,9414,7707,8602,7507,9822,1357,6239,138,1393,0,0,0,0,0,0
9호선,노량진,259,5,16128,2611,24166,21378,59514,62396,93444,82542,52324,45703,35211,30517,34136,31992,41378,40661,45032,43048,39747,36310,39715,39899,44327,45526,55463,62328,72094,93489,41448,70763,38697,46415,46687,46318,68362,46461,19477,29870,2039,8213,3,322,0,0,0,0
9호선2~3단계,봉은사,15,0,1797,1394,5199,11069,9981,35380,10672,94879,10213,69972,10628,42157,16581,38357,21848,35540,27188,37683,30814,31930,37667,29587,46102,26644,66009,26938,99715,29577,56642,20855,41011,10662,36232,8963,28170,8091,8408,4574,1239,1198,1,26,0,0,0,0
경원선,녹천,1299,6,4738,1064,8936,1833,22439,4021,20608,5353,12972,3386,9314,3979,8073,3693,8441,4602,7327,4612,6164,4933,5624,6123,7145,8319,7104,8954,6316,14868,4048,14656,2757,9589,2397,7795,1603,7576,731,5810,88,1737,0,0,0,0,0,0
수인선,인천논현,8,0,2152,915,5974,4362,14651,8361,13900,15959,9268,11700,8332,7874,8696,8224,9633,9489,9854,10416,9329,9968,10249,10803,11318,11760,14406,15670,15463,18651,10603,14646,8786,9825,8865,8883,7177,7683,4146,4708,440,1030,0,0,0,0,0,0
분당선,죽전,1772,5,4805,1040,15298,7932,45809,16617,41469,24297,26898,23469,20834,25095,21024,22259,21398,22659,22899,25282,22432,24918,24854,26632,26732,30327,32591,37849,36238,50611,26499,47449,28586,31746,16448,27357,11533,29787,4609,21622,87,10762,0,2,0,0,0,0
분당선,보정,40,1,1164,142,3581,1566,9837,2600,11287,6421,7665,2608,5980,1673,4805,2071,4740,2322,3889,2456,3647,2885,3894,3956,4298,4442,5521,5308,4037,6472,2139,6271,1532,4472,1411,4159,1118,4330,441,2706,42,828,0,0,0,0,0,0
경원선,왕십리(성동구청),873,8,5786,1001,9464,5921,27137,12326,44499,23267,28176,19695,17687,19760,17724,23643,21967,27589,24099,30115,25614,29159,27927,31704,32039,36747,35650,45899,36739,76660,29757,61094,28800,35586,33721,28546,32512,29300,16629,16024,1664,6141,0,0,0,0,0,0
2호선,영등포구청,35,2,6286,2946,13783,12850,43387,31318,51513,121747,32724,55118,25713,27503,27041,24708,28453,26481,29726,27682,29988,27443,31109,27870,36332,29973,49848,36800,105917,57677,39849,43617,29342,26096,27891,24256,23012,23602,9735,16143,1667,5567,0,44,0,0,0,0
안산선,대야미,5,0,2410,1200,6870,4336,15938,5304,16695,8354,10145,5100,8109,3983,7158,4258,7000,4402,7148,4636,6456,4891,6557,6080,7237,7637,8661,9160,10459,13113,6502,11217,4897,8650,4060,8019,2304,7974,1136,5137,348,1809,0,0,0,0,0,0
6호선,상수,3,0,3918,970,5715,4178,10469,6832,15716,24256,10953,21419,8255,17209,8887,19530,11243,21219,13921,24883,14616,20834,16208,21627,18362,23997,23017,29481,32382,39384,23009,32634,21637,18086,25936,14330,27289,12387,17481,9899,2985,2998,0,0,0,0,0,0
5호선,마장,2,0,2921,845,6364,4213,16458,8284,23043,16706,12837,10560,9679,8438,9175,8079,11099,7529,9855,7681,9646,6771,9627,7643,10261,9194,11981,12064,13632,18532,8486,14228,6414,8864,5348,8132,4646,8327,1744,5111,231,1608,0,53,0,0,0,0
경부선,관악,228,0,7738,2199,13429,4710,35288,6974,33810,12299,17287,12842,12326,12640,11085,9934,14475,9340,12952,8569,11500,8883,10651,10167,13072,12262,15013,16317,13718,29618,8694,25834,6623,15818,6168,15580,4059,13658,1488,10245,67,1204,0,0,0,0,0,0
9호선,여의도,11,0,2501,2246,4508,23572,9443,111804,12579,156011,12283,56227,14002,26541,19440,25442,20088,23867,24670,26984,25894,22026,31136,21287,40934,22650,105493,24852,142164,29759,59726,22539,42594,12435,40789,9968,28529,10532,10534,6193,1445,2394,0,253,0,0,0,0
분당선,서현,294,6,5839,2717,13371,11875,34976,36828,43850,85983,32911,77607,30862,50999,34001,46197,39537,47847,42214,54923,45402,49077,52543,49609,55544,49924,73500,60471,96896,77278,67210,63891,63310,34314,57597,28661,44267,25237,19170,16113,1478,2557,0,0,0,0,0,0
중앙선,오빈,4,0,240,20,471,335,1072,372,1017,771,1029,393,867,471,613,490,641,413,621,376,551,393,561,770,529,568,689,849,659,1158,353,701,200,519,133,532,40,576,16,315,12,155,0,0,0,0,0,0
과천선,평촌,15,1,4569,2305,20076,9760,59615,29501,49977,78947,27893,34197,22016,17851,21092,16876,22679,16328,21204,19881,20628,18638,22483,18134,25075,23033,38282,29438,61911,46381,28767,50996,21724,27052,20513,24490,17764,22609,6758,13130,1132,6560,0,0,0,0,0,0
분당선,도곡,43,0,1431,1246,3454,5775,8621,14158,12660,28403,10140,21405,8969,9297,9833,8759,10193,8676,10932,10032,11378,8658,12650,8557,15730,10139,20250,11573,27014,14245,13900,12441,8768,7899,8771,7071,6062,6808,1911,4685,61,631,0,0,0,0,0,0
분당선,대모산입구,13,0,2349,1389,3874,5675,9841,3933,11537,9155,7913,5610,5507,3805,6450,3472,6361,3802,6044,4012,4753,4317,5306,5140,6329,5228,8158,5759,8678,7874,3991,7045,2899,4864,1869,4492,1312,5244,448,2777,20,526,0,0,0,0,0,0
경의선,야당,19,0,4098,273,11654,3063,21494,4245,19167,6876,10886,6313,8891,3895,7970,4709,7704,4668,6744,5521,6493,6089,7262,6832,7719,8283,9212,13672,8502,16935,5522,19461,4813,11152,5033,11326,4150,10178,1970,5903,384,3722,0,1,0,0,0,0
경강선,신둔도예촌,1,0,488,93,1945,430,4146,1720,4098,3439,2835,1765,2485,966,2193,1220,2500,1443,2140,1293,1726,1458,1816,1539,2369,1893,3664,2566,3006,3270,1323,3574,908,2382,768,2517,348,2111,158,1932,2,2,0,1,0,0,0,0
경강선,여주,6,0,1429,11,3048,706,6030,2396,5595,2617,4700,3135,4607,2962,4103,3540,4108,3969,4243,3732,4601,3841,4931,4067,5153,5296,4845,4379,3735,4838,2921,7016,2104,4955,1497,2879,807,3082,175,3079,1,1190,0,0,0,0,0,0
수인선,달월,0,0,7,8,36,146,109,106,76,452,65,105,79,89,65,77,115,71,102,84,91,61,74,53,170,69,627,96,553,115,102,51,57,66,38,34,11,39,11,28,2,10,0,0,0,0,0,0
7호선,신중동,10,0,5712,1511,17198,5627,47070,14898,44824,41302,24326,29349,19059,17511,19132,15706,20840,17385,20959,19066,19894,17051,21612,20224,23666,22166,30032,28729,43758,45871,21451,48010,22377,25325,14573,20568,12732,20262,6137,15360,1012,5363,0,1,0,0,0,0
8호선,몽촌토성(평화의문),2,0,1632,1239,3596,4986,9230,8651,13737,26369,9119,14017,6830,8307,6542,7875,7697,7943,7637,7782,7950,7919,8405,8025,10135,8960,14442,10655,22670,14705,10691,11206,7849,7342,7478,6434,5889,6687,2862,3573,493,1246,0,0,0,0,0,0
수인선,남동인더스파크,0,0,358,610,776,3706,1093,16237,1971,19019,1517,3275,1538,1772,1780,1800,2029,1680,2356,1918,2406,1510,3278,1195,3485,1306,10464,1591,12636,1974,5437,2105,3784,1390,2349,1184,769,751,323,523,27,120,0,0,0,0,0,0
8호선,가락시장,19,0,2720,2424,5318,6812,10396,13354,14230,37962,10883,18216,10584,12279,11368,11658,11031,10724,11933,11694,12179,11187,13472,11363,14392,13299,17582,15962,28705,21838,13605,17246,11068,11227,12179,9591,9371,8344,4410,5459,789,2662,1,574,0,0,0,0
